work,book_names,book_summary,book_category
275,Happiness,"1-Sentence-Summary:聽Happiness will teach you聽how our desire for it developed, what its benefits are, why money actually hurts our happiness and where it really comes from, and how Western countries could easily increase their happiness with a few changes.",['Self Improvement']
276,Hardwiring Happiness,"1-Sentence-Summary:聽Hardwiring Happiness tells you what you can do to overcome your negativity bias of focusing on and exaggerating negative events by relishing, extending and prioritizing the good things in your life to become happier.",['Self Improvement']
277,Hatching Twitter,"1-Sentence-Summary:聽Hatching Twitter details the story and human drama behind the creation and meteoric rise of Twitter, the social media platform that鈥檚 changed how we communicate over the past ten years.","['Entrepreneurship', 'Self Improvement']"
278,Hit Refresh,"1-Sentence-Summary: Hit Refresh tells the inspiring story of an Indian boy named Satya Nadella, who eventually went on to become the CEO of Microsoft, one of the biggest companies in the world.","['Entrepreneurship', 'Self Improvement']"
279,Hold Me Tight,1-Sentence-Summary: Hold Me Tight gives you advice on how to build and sustain a deeper connection with your spouse or partner by identifying the importance that every kind of emotion has in creating a lasting relationship and how to handle each of them maturely.,"['Psychology', 'Relationships', 'Self Improvement']"
280,Homo Deus,1-Sentence-Summary:聽Homo Deus illustrates the history of the human race from how we came to be the dominant species over what narratives are shaping our lives today all the way to which obstacles we must overcome next to continue to thrive.,"['Culture', 'Education', 'Future', 'History', 'Philosophy', 'Science', 'Technology']"
281,Hooked,"1-Sentence-Summary:聽Hooked shows you how some of the world鈥檚 most successful聽products, like smartphones, make us form habits around them and why that鈥檚 crucial to their success, before teaching聽you the 4-step framework that lies behind them.",['Entrepreneurship']
282,How Emotions Are Made,1-Sentence-Summary: How Emotions Are Made explores the often misconstrued world of human feelings and the cutting-edge science behind how they鈥檙e formed.,['Self Improvement']
283,How Google Works,"1-Sentence-Summary:聽How Google Works shines a light on the hiring and operating processes of Google, which have聽enabled it to come up with great products continuously and stay visionary over the past 17 years.","['Business', 'Entrepreneurship', 'Technology']"
284,How Luck Happens,"1-Sentence-Summary: How Luck Happens shows you how to foster your own luck by creating the conditions for it to manifest itself in your work, love and all other aspects of life.","['Entrepreneurship', 'Self Improvement']"
285,How Not To Be Wrong,"1-Sentence-Summary:聽How Not To Be Wrong shows you that math is really just the science of common sense and that studying a few key mathematical ideas can help you assess risks better, make the right decisions, navigate the world effortlessly and be wrong a lot less.",['Self Improvement']
286,How Not To Die,1-Sentence-Summary: How Not To Die delivers a template for extending your life based on scientific research which recommends switching to a mainly plant-based diet. ,['Self Improvement']
287,How Not To Worry,"1-Sentence-Summary: How Not To Worry will teach you how to live stress-free by revealing your brain鈥檚 primitive emotional survival instinct and providing a simple and effective roadmap for letting go of your anxieties.聽
","['Happiness', 'Health', 'Mindfulness', 'Productivity', 'Psychology', 'Self Improvement']"
288,How Successful People Think,"1-Sentence-Summary:聽How Successful People Think lays out eleven specific ways of thinking you can practice to live a better, happier, more successful life.","['Business', 'Career', 'Communication Skills', 'Creativity', 'Entrepreneurship', 'Happiness', 'Leadership', 'Motivation & Inspiration', 'Psychology', 'Relationships', 'Self Improvement', 'Success', 'Work']"
289,How To Be A Positive Leader,"1-Sentence-Summary:聽How To Be A Positive Leader taps into the expertise of 17 leadership experts to show you how you can become a positive leader, who empowers everyone around him, whether at work or at home, with small changes, that compound into a big impact.","['Entrepreneurship', 'Self Improvement']"
290,How To Be A Stoic,"1-Sentence-Summary:聽How To Be A Stoic is a practical guide to ancient philosophy in modern life, covering the principles Socrates, Epictetus, and Cato followed in the three disciplines of desire, action, and assent.","['Philosophy', 'Self Improvement']"
291,How To Be Alone,"1-Sentence-Summary:聽How To Be Alone shows you that solitude not only has its benefits, but is a vital component of happiness and that you should embrace it and slowly discover what dosage you need, and why it鈥檚 okay to let society think you鈥檙e a bit weird sometimes.",['Self Improvement']
292,How To Be An Antiracist,"1-Sentence-Summary: How To Be An Antiracist will make you a better, kinder, and more fair person by revealing how deeply ingrained racism is in our society and outlining what we can all do to annihilate it completely.","['Culture', 'Future', 'History', 'Politics', 'Relationships', 'Self Improvement', 'Society']"
293,How To Be Black,1-Sentence-Summary: How To Be Black is a personal story illustrating what it means to be black in a reality largely determined by the white culture.,"['Biography', 'History', 'Relationships', 'Society']"
294,How to Become a Straight-A Student,"1-Sentence-Summary:聽How to Become a Straight-A Student gives you the techniques A+ students have used to pass college with flying colors and summa cum laude degrees, without compromising their entire lives and spending every minute in the library, ranging from time management and note-taking tactics all the way to how you can write a great thesis.","['Career', 'Education', 'Motivation & Inspiration', 'Productivity', 'Self Improvement', 'Success', 'Work']"
295,How To Change Your Mind,"1-Sentence-Summary: How To Change Your Mind reveals new evidence on psychedelics, confirming their power to cure mental illness, ease depression and addiction, and help people die more peacefully.聽 ","['Happiness', 'Health', 'Mindfulness', 'Psychology', 'Science']"
296,How To Create A Mind,"1-Sentence-Summary:聽How To Create A Mind breaks down the human brain into its components, in order to then draw parallels to computers and find out what is required to let them replicate our minds, thus creating true, artificial intelligence.",['Self Improvement']
297,How To Do Nothing,"1-Sentence-Summary: How To Do Nothing makes you more productive and helps you have more peace by identifying the problems with our current 24/7 work culture, where it came from, and how pausing to reflect helps you overcome it.","['Career', 'Culture', 'Happiness', 'Health', 'Mindfulness', 'Productivity', 'Self Improvement', 'Success', 'Work']"
